random_seed,requested_duration_s,campaign,boundary_label,altitude_gain_scale,protection_low_m_s,dive_slope,physical_mass_scale,actual_thrust_scale,failure_mode,time_to_failure_s,maximum_abs_roll_deg,maximum_abs_pitch_deg,maximum_abs_angle_of_attack_deg,stall_fraction,aileron_saturation_fraction,elevator_saturation_fraction,throttle_saturation_fraction,cruise_velocity_m_s,trial,completed_duration_s,waypoints_completed,laps_completed,success,cross_track_rmse_m,altitude_rmse_m,airspeed_rmse_m_s,mean_airspeed_m_s,minimum_altitude_m,mean_throttle,mass_kg,cla,cd0,thrust_max_n,initial_speed_m_s,initial_heading_rad
7,60.0,altitude_feedback,gain 0.1×,0.1,2.6,0.06,1.0,1.0,none,,36.68796523418011,7.842270744923287,7.207542343557651,0.0,0.4910941475826972,0.0,0.0,4.0,12,60.0,15,3.75,1,2.998812275492636,0.6732014108158265,0.9446613539859894,4.798206558424081,1.8629505029448699,0.354406517730118,0.06527407704739453,4.6863227333968975,0.06815294053044922,0.3030470791558441,3.95091798696667,1.4170355867813895
7,60.0,altitude_feedback,gain 0.1×,0.1,2.6,0.06,1.0,1.0,none,,36.34123549115888,7.230448558101119,7.52318391678454,0.0,0.49182115594329334,0.0,0.0,4.0,13,60.0,15,3.75,1,2.9048159013177073,0.5766029365956976,0.8560703638391283,4.683470707137845,1.949084048649153,0.3022588179863662,0.06258078308375867,4.731953134052932,0.0507171319312291,0.29305038635192376,3.9447136158850062,1.4656254103938693
7,60.0,altitude_feedback,gain 0.1×,0.1,2.6,0.06,1.0,1.0,none,,37.10876934001883,8.0633269396909,7.214955290510465,0.0,0.4870956015994184,0.0,0.0,4.0,14,60.0,15,3.75,0,3.072009302204094,0.6764312878225324,1.0247312454885902,4.8933163345168635,1.8618647584127874,0.34685607366452,0.06492394526159549,4.2685017141274795,0.06515629612812958,0.30190902616838744,3.9624706899223114,1.4287107919669706
7,60.0,altitude_feedback,gain 0.1×,0.1,2.6,0.06,1.0,1.0,none,,37.13853553513797,7.157600932155713,7.213377333879576,0.0,0.48745910577971646,0.0,0.0,4.0,15,60.0,15,3.75,0,3.070665509858358,0.7098916982503019,1.031500360806621,4.893788428196278,1.822763684271347,0.37042188116593694,0.06680778830559155,4.5652735761584315,0.060716124154179485,0.2821920820822479,4.228529410068424,1.4492631579477007
7,60.0,altitude_feedback,gain 0.1×,0.1,2.6,0.06,1.0,1.0,none,,39.078501559497425,7.505958440160194,5.437962686895534,0.0,0.4830970556161396,0.0,0.0,5.0,0,60.0,16,4.0,1,3.4220398182135647,0.4002888086920608,0.6501759909899227,5.335785253033427,2.055104614504452,0.3473481264845008,0.065,4.7,0.06,0.3,4.0,1.4288992721907328
7,60.0,altitude_feedback,gain 0.1×,0.1,2.6,0.06,1.0,1.0,none,,39.143148151518176,7.554709138723781,5.281728033051395,0.0,0.48964013086150493,0.0,0.0,5.0,1,60.0,16,4.0,1,3.4047912458601113,0.3811368894609819,0.6609536924478782,5.356084296614091,2.1633243258636443,0.3024459305258057,0.06577673839752203,4.570952355386659,0.0551469765634464,0.33000624819513635,3.9705706040793256,1.4182988268893335
7,60.0,altitude_feedback,gain 0.1×,0.1,2.6,0.06,1.0,1.0,none,,38.848436369134326,7.299415419690192,5.495313683641429,0.0,0.48237004725554344,0.0,0.0,5.0,2,60.0,16,4.0,1,3.351746985744154,0.360371712027904,0.6033945488822998,5.309385961137825,2.1464525665662926,0.3500865431494678,0.06428724157605824,4.1638551873761624,0.06636539174031647,0.3114338956812706,4.134814580815061,1.44120695245206
7,60.0,altitude_feedback,gain 0.1×,0.1,2.6,0.06,1.0,1.0,none,,39.0623425375482,6.814947660244601,5.4590632600780085,0.0,0.480189022173755,0.0,0.0,5.0,3,60.0,16,4.0,1,3.42505132570592,0.3914466008327189,0.639527503142161,5.3294632728781375,2.078592190420096,0.340842291607458,0.06268446121923109,4.336350357380637,0.05515479194800862,0.2820106664684216,4.17178330111812,1.4246835883790174
7,60.0,altitude_feedback,gain 0.1×,0.1,2.6,0.06,1.0,1.0,none,,38.93418940557375,8.562581328907404,5.458774413063717,0.0,0.4827335514358415,0.0,0.0,5.0,4,60.0,16,4.0,1,3.3716370934069237,0.3701102690835806,0.6191019978176732,5.320418228481299,2.1375755063904087,0.33861782900105974,0.06381785595855352,4.180630719342732,0.059804869770326875,0.30111774343157194,3.8014708311273617,1.422012753510219
7,60.0,altitude_feedback,gain 0.1×,0.1,2.6,0.06,1.0,1.0,none,,39.0686616254924,7.610399717338641,5.325673687340038,0.0,0.480189022173755,0.0,0.0,5.0,5,60.0,16,4.0,1,3.4517553130495235,0.41615553916196113,0.6408428616681748,5.325587113249584,2.0278638417100012,0.3429139141447624,0.0624217189570092,4.63370430103694,0.06530633920429904,0.3086503437550528,3.8808036451019428,1.390010992718187
7,60.0,altitude_feedback,gain 0.1×,0.1,2.6,0.06,1.0,1.0,none,,38.98706967192891,7.409594078841712,5.490405337596451,0.0,0.4856415848782261,0.0,0.0,5.0,6,60.0,16,4.0,1,3.36946250503004,0.36773861483021175,0.6336282496574727,5.330518260257578,2.1427778835462314,0.33873007372007546,0.06515637336675334,4.342580092232875,0.056498397403540186,0.2971682681197388,4.097035513386014,1.428497097086861
7,60.0,altitude_feedback,gain 0.1×,0.1,2.6,0.06,1.0,1.0,none,,39.051367996797936,9.153121285260147,5.620648546811231,0.0,0.4860050890585242,0.0,0.0,5.0,7,60.0,16,4.0,1,3.3782578588629066,0.3838001798481871,0.650981650177014,5.340556035242644,2.104598208645867,0.34935818626682574,0.06848455963844179,4.77649654918772,0.05932978830249504,0.3102436540079281,3.701137032373826,1.4134153665088793
7,60.0,altitude_feedback,gain 0.1×,0.1,2.6,0.06,1.0,1.0,none,,39.128041718078755,7.559301003543467,5.371403871953737,0.0,0.48055252635405304,0.0,0.0,5.0,8,60.0,16,4.0,1,3.452967018945515,0.4157862585056642,0.6550674719245541,5.338100149810298,2.027952308399529,0.3451152682909714,0.06372026305176655,4.744203806428032,0.06066278485949688,0.2990022401977588,3.930524520257145,1.4696048105776907
7,60.0,altitude_feedback,gain 0.1×,0.1,2.6,0.06,1.0,1.0,none,,39.128499601092166,7.266455945305089,5.3302386577778815,0.0,0.48127953471464924,0.0,0.0,5.0,9,60.0,16,4.0,1,3.4539912720553585,0.4072432285666995,0.6533375577099527,5.340797896076326,2.060040316829327,0.3297500523324362,0.06338676526046816,4.647285473614353,0.060382690645530375,0.31000871341251496,3.9854069611494864,1.4516963615488432
