random_seed,requested_duration_s,fault,fault_activation_time_s,initial_altitude_m,altitude_at_activation_m,airspeed_at_activation_m_s,roll_at_activation_deg,pitch_at_activation_deg,waypoint_at_activation,failure_mode,time_to_failure_s,time_from_fault_to_failure_s,maximum_abs_roll_deg,maximum_abs_pitch_deg,maximum_abs_angle_of_attack_deg,stall_fraction,aileron_saturation_fraction,elevator_saturation_fraction,throttle_saturation_fraction,cruise_velocity_m_s,trial,completed_duration_s,waypoints_completed,laps_completed,success,cross_track_rmse_m,altitude_rmse_m,airspeed_rmse_m_s,mean_airspeed_m_s,minimum_altitude_m,mean_throttle,mass_kg,cla,cd0,thrust_max_n,initial_speed_m_s,initial_heading_rad
7,60.0,disabled_altitude_feedback,0.0,1.0,1.0,4.188552246593023,0.0,0.0,0,ground_impact,22.0,22.0,37.62590582086938,7.295078334776155,7.157880968697485,0.0,0.5299647473560517,0.0,0.0,4.0,10,22.0,7,1.75,0,2.949104813253743,2.3982717374959206,1.1467013123621403,5.028414896399541,-0.006490206315866137,0.2794325455051416,0.06627358933048151,3.9902737615486155,0.052649665041493834,0.32157783887484226,4.188552246593023,1.4280565011100315
7,60.0,disabled_altitude_feedback,0.0,1.0,1.0,4.103410585085613,0.0,0.0,0,ground_impact,8.540000000000001,8.540000000000001,36.41451754612765,7.45451946328453,6.129505045372727,0.0,0.5607476635514018,0.0,0.0,4.0,11,8.540000000000001,3,0.75,0,2.448051584255825,2.5209394586743676,1.0704459262549617,4.971733731878352,-0.0014430153683701436,0.33113530067205393,0.06592790622121616,4.548088603371248,0.06045684138226205,0.2898650662349152,4.103410585085613,1.4522301712184607
7,60.0,disabled_altitude_feedback,0.0,1.0,1.0,3.95091798696667,0.0,0.0,0,ground_impact,8.66,8.66,36.05011092618235,7.843188227700427,6.1057218009910885,0.0,0.556923076923077,0.0,0.0,4.0,12,8.66,3,0.75,0,2.4420851864353907,2.52365768480907,1.0093231790796704,4.906665560196024,-0.003398529463406914,0.3340700831573505,0.06527407704739453,4.6863227333968975,0.06815294053044922,0.3030470791558441,3.95091798696667,1.4170355867813895
7,60.0,disabled_altitude_feedback,0.0,1.0,1.0,3.9447136158850062,0.0,0.0,0,ground_impact,23.94,23.94,36.25578050009952,7.231202271220482,7.284476709901789,0.0,0.5063291139240507,0.0,0.0,4.0,13,23.94,7,1.75,0,2.950596335751152,2.4035674589701266,0.8387436014835326,4.67323093635087,-0.005060740737196748,0.28301558581977154,0.06258078308375867,4.731953134052932,0.0507171319312291,0.29305038635192376,3.9447136158850062,1.4656254103938693
7,60.0,disabled_altitude_feedback,0.0,1.0,1.0,3.9624706899223114,0.0,0.0,0,ground_impact,14.92,14.92,36.6119865065701,8.064379289498191,6.666200562576687,0.0,0.5232142857142857,0.0,0.0,4.0,14,14.92,4,1.0,0,3.2726430764508896,2.5812442162291753,0.9678881001154335,4.857054466363071,-0.001616849111144402,0.3225148548080516,0.06492394526159549,4.2685017141274795,0.06515629612812958,0.30190902616838744,3.9624706899223114,1.4287107919669706
7,60.0,disabled_altitude_feedback,0.0,1.0,1.0,4.228529410068424,0.0,0.0,0,ground_impact,7.98,7.98,35.156465411451606,7.1583743875235175,6.2259825483887745,0.0,0.54,0.0,0.0,4.0,15,7.98,3,0.75,0,1.7469935609493794,2.5452163531879135,0.9489360942602811,4.866183918211976,-0.0030897661776462136,0.33452635606474,0.06680778830559155,4.5652735761584315,0.060716124154179485,0.2821920820822479,4.228529410068424,1.4492631579477007
7,60.0,disabled_altitude_feedback,10.0,1.0,4.130377329589705,4.696177206647061,-9.189331076042519,-7.019726441024796,3,none,,,39.73986152318581,7.976196314808993,7.538136206332611,0.0,0.4921846601235914,0.0,0.0,4.0,0,60.0,15,3.75,1,3.0182064746039443,0.7733192835522937,0.9614697025365545,4.791735564901668,0.5911661243906049,0.3336055004667338,0.065,4.7,0.06,0.3,4.0,1.4288992721907328
7,60.0,disabled_altitude_feedback,10.0,1.0,4.256329350815761,4.361335969555987,-9.49454563153399,-3.6948188700446227,3,none,,,39.46776264222874,7.752144540031353,7.658406493565013,0.0,0.4816430388949473,0.0,0.0,4.0,1,60.0,15,3.75,0,2.9986832341473746,0.9715114940539001,1.015804406482824,4.853231698704478,0.6045214616395227,0.28668506114524794,0.06577673839752203,4.570952355386659,0.0551469765634464,0.33000624819513635,3.9705706040793256,1.4182988268893335
7,60.0,disabled_altitude_feedback,10.0,1.0,4.168433572459942,4.643876964524316,-9.664140440275686,-6.294923828804298,3,none,,,40.0233478290044,7.882075789210476,7.4457349048099495,0.0,0.48782260996001453,0.0,0.0,4.0,2,60.0,15,3.75,0,3.089070891721292,0.8076764881193581,1.0336318244731393,4.890808582519034,0.5851647310955173,0.33337589525633365,0.06428724157605824,4.1638551873761624,0.06636539174031647,0.3114338956812706,4.134814580815061,1.44120695245206
7,60.0,disabled_altitude_feedback,10.0,1.0,4.138546276777429,4.637097644419257,-9.083462222664108,-6.923123852368363,3,none,,,39.69114811678939,7.963751423719701,7.5859368692270746,0.0,0.49182115594329334,0.0,0.0,4.0,3,60.0,15,3.75,1,3.010346330314898,0.7687467623171282,0.9502235714137388,4.786193858461336,0.6556757420872042,0.3278624587119522,0.06268446121923109,4.336350357380637,0.05515479194800862,0.2820106664684216,4.17178330111812,1.4246835883790174
7,60.0,disabled_altitude_feedback,10.0,1.0,4.268972546125714,4.601746387599423,-9.534664445232277,-6.165200888913112,3,none,,,40.024983910613216,8.405053527360748,7.527878097726721,0.0,0.48346055979643765,0.0,0.0,4.0,4,60.0,15,3.75,0,3.0065356509208967,0.7972197959286139,1.0209834515381324,4.871752029928053,0.48847785989019765,0.32400518045008536,0.06381785595855352,4.180630719342732,0.059804869770326875,0.30111774343157194,3.8014708311273617,1.422012753510219
7,60.0,disabled_altitude_feedback,10.0,1.0,4.170429568194549,4.594751995253629,-8.443784835706419,-6.777033548153188,3,none,,,39.44340628068969,7.531046574682115,7.523569647048071,0.0,0.4914576517629953,0.0,0.0,4.0,5,60.0,15,3.75,1,2.930039990532343,0.7332859103732716,0.8719718745696824,4.695800002496382,0.6012469912846412,0.3219332742009042,0.0624217189570092,4.63370430103694,0.06530633920429904,0.3086503437550528,3.8808036451019428,1.390010992718187
