cruise_velocity_m_s,trial,completed_duration_s,waypoints_completed,laps_completed,success,cross_track_rmse_m,altitude_rmse_m,airspeed_rmse_m_s,mean_airspeed_m_s,minimum_altitude_m,mean_throttle,mass_kg,cla,cd0,thrust_max_n,initial_speed_m_s,initial_heading_rad,random_seed,requested_duration_s,screen_parameter,component,nominal_value,scale,applied_value,failure_mode,time_to_failure_s,maximum_abs_roll_deg,maximum_abs_pitch_deg,maximum_abs_angle_of_attack_deg,stall_fraction,aileron_saturation_fraction,elevator_saturation_fraction,throttle_saturation_fraction
4.0,7,60.0,17,4.25,0,3.2490902433793796,0.6389257296339937,1.6746082225726076,5.5234562813023125,0.7088835737095279,0.49729569736460694,0.06848455963844179,4.896075500837238,0.06162758615293021,0.29283370085949106,3.9832447075623763,1.4330655136385633,7,60.0,airframe.alpha_stall,airframe,0.3490658503988659,0.5,0.17453292519943295,none,,41.18612502698557,28.569156595590897,18.140068891646646,0.09305707015630679,0.48782260996001453,0.0,0.0
4.0,0,60.0,15,3.75,1,3.0068448427066494,0.4481802536073163,0.9438847367729405,4.777964581552997,1.8992020954175912,0.3305399637328825,0.065,4.7,0.06,0.3,4.0,1.4288992721907328,7,60.0,airframe.alpha_stall,airframe,0.3490658503988659,1.0,0.3490658503988659,none,,37.79587907930803,7.49699647721879,7.357452017552144,0.0,0.49909123954925483,0.0,0.0
4.0,1,60.0,15,3.75,0,3.0705344002906236,0.45864826716797313,1.0136774428048987,4.85820669286865,1.9059828945140058,0.3311179079012783,0.06577673839752203,4.525026078250777,0.057254305433758694,0.29719603583055065,3.87867441408616,1.431125676117762,7,60.0,airframe.alpha_stall,airframe,0.3490658503988659,1.0,0.3490658503988659,none,,38.06742668902228,8.244368228128117,7.309395767593158,0.0,0.49727371864776443,0.0,0.0
4.0,2,60.0,15,3.75,1,2.9384226908324633,0.44805876392724237,0.8897020663347105,4.709532952665534,1.9210518572752526,0.33960633791514955,0.06428724157605824,4.838135458152227,0.04859266356119493,0.2622486043376923,4.159134793507912,1.386136756807275,7,60.0,airframe.alpha_stall,airframe,0.3490658503988659,1.0,0.3490658503988659,none,,37.63523870731565,6.831394563074121,7.529556929382246,0.0,0.4980007270083606,0.0,0.0
4.0,3,60.0,15,3.75,1,2.899694699304444,0.43771133176689075,0.8546322451254151,4.661141562223837,1.9442306190988365,0.30429297901131086,0.06268446121923109,4.800642136301137,0.052262773561290145,0.2919196065623004,3.8788697987002156,1.4315570676173444,7,60.0,airframe.alpha_stall,airframe,0.3490658503988659,1.0,0.3490658503988659,none,,37.66131331401164,7.478799351438626,7.463591694651931,0.0,0.49691021446746636,0.0,0.0
4.0,4,60.0,15,3.75,1,2.9799784623075207,0.4587763827072465,0.9249603092008124,4.736292369510594,1.914091923342731,0.2941790428039513,0.06381785595855352,4.729726818217408,0.048949589773249605,0.2992724858189839,3.995121744258172,1.4763311575159435,7,60.0,airframe.alpha_stall,airframe,0.3490658503988659,1.0,0.3490658503988659,none,,37.97913964867333,7.159249954764257,7.471810220418158,0.0,0.4994547437295529,0.0,0.0
4.0,5,60.0,15,3.75,1,2.9771872949643265,0.44108283148156746,0.9093371034585986,4.7399359507992465,1.9252649050523833,0.31044876332012233,0.0624217189570092,4.437608011392286,0.058589453213551905,0.3016996347900496,4.132658480107476,1.3748937349146328,7,60.0,airframe.alpha_stall,airframe,0.3490658503988659,1.0,0.3490658503988659,none,,37.65529526866587,6.762247023766198,7.444125474759775,0.0,0.49727371864776443,0.0,0.0
4.0,6,60.0,15,3.75,1,3.0181503025789485,0.4522864993194095,0.9533672548942019,4.7855646531935845,1.912201033741611,0.3370580452590118,0.06515637336675334,4.691750986065357,0.052395321111337774,0.27704796351741906,3.9124599350885045,1.458897387071965,7,60.0,airframe.alpha_stall,airframe,0.3490658503988659,1.0,0.3490658503988659,none,,37.870142531681914,7.965702572659912,7.432685020751413,0.0,0.49872773536895676,0.0,0.0
4.0,7,60.0,15,3.75,0,3.0752403276043907,0.45586075325259934,1.017209965317559,4.865018791401724,1.9388202517927824,0.36455841991419596,0.06848455963844179,4.896075500837238,0.06162758615293021,0.29283370085949106,3.9832447075623763,1.4330655136385633,7,60.0,airframe.alpha_stall,airframe,0.3490658503988659,1.0,0.3490658503988659,none,,37.73960214353495,8.034263563088361,7.172712365018874,0.0,0.49727371864776443,0.0,0.0
4.0,0,60.0,15,3.75,1,3.003122408486081,0.44725597192606664,0.9378530097221418,4.771677181223895,1.8978382518129535,0.32854597618979076,0.065,4.7,0.06,0.3,4.0,1.4288992721907328,7,60.0,airframe.alpha_stall,airframe,0.3490658503988659,1.5,0.5235987755982988,none,,37.756798503539144,7.460351400782344,7.333545881143897,0.0,0.49909123954925483,0.0,0.0
