random_seed,requested_duration_s,sweep_parameter,sweep_nominal_value,sweep_scale,sweep_applied_value,failure_mode,time_to_failure_s,maximum_abs_roll_deg,maximum_abs_pitch_deg,maximum_abs_angle_of_attack_deg,stall_fraction,aileron_saturation_fraction,elevator_saturation_fraction,throttle_saturation_fraction,cruise_velocity_m_s,trial,completed_duration_s,waypoints_completed,laps_completed,success,cross_track_rmse_m,altitude_rmse_m,airspeed_rmse_m_s,mean_airspeed_m_s,minimum_altitude_m,mean_throttle,mass_kg,cla,cd0,thrust_max_n,initial_speed_m_s,initial_heading_rad
7,60.0,altitude_gain,2.0,-2.0,-4.0,ground_impact,8.88,33.030262299645464,6.825769353650394,7.27416112132994,0.0,0.5598802395209581,0.0,0.0,4.0,3,8.88,3,0.75,0,2.163802302359394,1.9564242602948183,0.6043504560905603,4.528998712290003,-0.011556739039379454,0.10062598340984408,0.06268446121923109,4.336350357380637,0.05515479194800862,0.2820106664684216,4.17178330111812,1.4246835883790174
7,60.0,altitude_gain,2.0,-2.0,-4.0,ground_impact,8.42,33.309180689905,8.586246356957018,7.335129277895126,0.0,0.5411392405063291,0.0,0.0,4.0,4,8.42,3,0.75,0,1.7362834993680192,2.0194634257440818,0.6254901152109485,4.559102172242519,-0.002068069093401865,0.10364441056709438,0.06381785595855352,4.180630719342732,0.059804869770326875,0.30111774343157194,3.8014708311273617,1.422012753510219
7,60.0,altitude_gain,2.0,-2.0,-4.0,ground_impact,8.82,32.437128385004485,7.62797026215698,7.369532237544101,0.0,0.5468277945619335,0.0,0.0,4.0,5,8.82,3,0.75,0,1.8005156998054432,1.9827063089411014,0.46514141746474164,4.380192731046631,-0.008104072487302574,0.1077490167295775,0.0624217189570092,4.63370430103694,0.06530633920429904,0.3086503437550528,3.8808036451019428,1.390010992718187
7,60.0,altitude_gain,2.0,-2.0,-4.0,ground_impact,8.56,33.48118875840825,7.425822436578588,7.345867817544938,0.0,0.5527950310559007,0.0,0.0,4.0,6,8.56,3,0.75,0,1.9577822036294799,1.9923210735420998,0.6669172517913943,4.596569849134289,-0.011205631210776869,0.10162522725180434,0.06515637336675334,4.342580092232875,0.056498397403540186,0.2971682681197388,4.097035513386014,1.428497097086861
7,60.0,altitude_gain,2.0,-2.0,-4.0,ground_impact,8.3,33.397222941947014,9.179913491829046,7.4594648782667825,0.0,0.5384615384615384,0.0,0.0,4.0,7,8.3,3,0.75,0,1.6123060412422496,2.0472579117798912,0.6099234712523037,4.536729845830114,-0.010098876549190384,0.11039673162582193,0.06848455963844179,4.77649654918772,0.05932978830249504,0.3102436540079281,3.701137032373826,1.4134153665088793
7,60.0,altitude_gain,2.0,-2.0,-4.0,ground_impact,8.78,32.25473496574374,7.575334323810542,7.329653699905565,0.0,0.5393939393939394,0.0,0.0,4.0,8,8.78,3,0.75,0,1.894427101371167,1.9920838481804122,0.5058550943865376,4.424847366096629,-0.011764249061764012,0.10692115563212706,0.06372026305176655,4.744203806428032,0.06066278485949688,0.2990022401977588,3.930524520257145,1.4696048105776907
7,60.0,altitude_gain,2.0,-2.0,-4.0,ground_impact,8.88,32.82743161873558,7.281872245663876,7.302685401496793,0.0,0.5508982035928144,0.0,0.0,4.0,9,8.88,3,0.75,0,2.056120863019528,1.9509455818039767,0.5406037573167509,4.459383542236493,-0.0024736423076659707,0.10042785562949781,0.06338676526046816,4.647285473614353,0.060382690645530375,0.31000871341251496,3.9854069611494864,1.4516963615488432
7,60.0,altitude_gain,2.0,-2.0,-4.0,ground_impact,8.540000000000001,34.91240185398325,7.310692286372493,7.295091423314476,0.0,0.5700934579439252,0.0,0.0,4.0,10,8.540000000000001,3,0.75,0,2.3811640832547383,1.9421984429303643,0.8896473784399815,4.823368068920332,-0.0067940718693600705,0.08894652411906198,0.06627358933048151,3.9902737615486155,0.052649665041493834,0.32157783887484226,4.188552246593023,1.4280565011100315
7,60.0,altitude_gain,2.0,-2.0,-4.0,ground_impact,8.4,32.734185865171696,7.472898778104574,7.395836706016957,0.0,0.5316455696202531,0.0,0.0,4.0,11,8.4,3,0.75,0,1.6715746020415285,2.032273297051957,0.5788947421566206,4.511025119065837,-8.806480328802345e-05,0.11377806832437835,0.06592790622121616,4.548088603371248,0.06045684138226205,0.2898650662349152,4.103410585085613,1.4522301712184607
7,60.0,altitude_gain,2.0,-2.0,-4.0,ground_impact,8.38,32.267296133745,7.864459316846653,7.453229830314836,0.0,0.526984126984127,0.0,0.0,4.0,12,8.38,3,0.75,0,1.5147492929513968,2.0573206265566033,0.47904170157447984,4.407502735411454,-0.007496827859629369,0.12014941075201896,0.06527407704739453,4.6863227333968975,0.06815294053044922,0.3030470791558441,3.95091798696667,1.4170355867813895
7,60.0,altitude_gain,2.0,-2.0,-4.0,ground_impact,9.200000000000001,32.84548373684677,7.246262878913999,7.215643461664858,0.0,0.5520231213872833,0.0,0.0,4.0,13,9.200000000000001,3,0.75,0,2.4190550598491583,1.9080985253223726,0.5677064786076758,4.477969541342809,-0.004090421572312493,0.08928522311794912,0.06258078308375867,4.731953134052932,0.0507171319312291,0.29305038635192376,3.9447136158850062,1.4656254103938693
7,60.0,altitude_gain,2.0,-2.0,-4.0,ground_impact,8.26,32.985825595705705,8.085269830394056,7.425111656421578,0.0,0.5290322580645161,0.0,0.0,4.0,14,8.26,3,0.75,0,1.5575191547721077,2.0556005957875363,0.5882579247912669,4.525947825787079,-0.004670171215497261,0.1148458002115086,0.06492394526159549,4.2685017141274795,0.06515629612812958,0.30190902616838744,3.9624706899223114,1.4287107919669706
7,60.0,altitude_gain,2.0,-2.0,-4.0,ground_impact,8.32,32.68998438572252,7.17381215494159,7.4447817763721575,0.0,0.5303514376996805,0.0,0.0,4.0,15,8.32,3,0.75,0,1.6056097257852064,2.050838562080288,0.5842437148715868,4.518581897438168,-0.004767331394711355,0.11979254137356887,0.06680778830559155,4.5652735761584315,0.060716124154179485,0.2821920820822479,4.228529410068424,1.4492631579477007
