random_seed,requested_duration_s,pitch_attitude_kp_nominal,pitch_attitude_kp_scale,pitch_attitude_kp_applied,pitch_attitude_ki_nominal,pitch_attitude_ki_scale,pitch_attitude_ki_applied,failure_mode,time_to_failure_s,maximum_abs_roll_deg,maximum_abs_pitch_deg,maximum_abs_angle_of_attack_deg,stall_fraction,aileron_saturation_fraction,elevator_saturation_fraction,throttle_saturation_fraction,cruise_velocity_m_s,trial,completed_duration_s,waypoints_completed,laps_completed,success,cross_track_rmse_m,altitude_rmse_m,airspeed_rmse_m_s,mean_airspeed_m_s,minimum_altitude_m,mean_throttle,mass_kg,cla,cd0,thrust_max_n,initial_speed_m_s,initial_heading_rad
7,60.0,0.4,1.0,0.4,0.4,2.0,0.8,none,,36.533896076227464,8.054902251588276,9.034344776082603,0.0,0.4816430388949473,0.0,0.0,4.0,15,60.0,15,3.75,1,2.752489323023846,0.3700811244302697,0.7477053214760312,4.568375619945057,2.0887162734295504,0.36685811062125995,0.06680778830559155,4.5652735761584315,0.060716124154179485,0.2821920820822479,4.228529410068424,1.4492631579477007
7,60.0,0.4,1.0,0.4,0.4,4.0,1.6,none,,35.27340352975952,11.686651208561383,12.06299568392935,0.0,0.43693202471828424,0.2108324245728826,0.0,4.0,0,60.0,14,3.5,1,2.548518235928952,0.3209450823532591,0.6301137738829974,4.342946347583428,2.323303509491833,0.3386682832942211,0.065,4.7,0.06,0.3,4.0,1.4288992721907328
7,60.0,0.4,1.0,0.4,0.4,4.0,1.6,none,,36.35356483461146,11.752480192052326,12.297771646098605,0.0,0.4463831334060342,0.21628498727735368,0.0,4.0,1,60.0,15,3.75,1,2.5984653097202304,0.3632300220997533,0.7222536080990348,4.44859080646188,2.2698863537251537,0.2985627298137886,0.06577673839752203,4.570952355386659,0.0551469765634464,0.33000624819513635,3.9705706040793256,1.4182988268893335
7,60.0,0.4,1.0,0.4,0.4,4.0,1.6,none,,36.46477675783799,11.983155081102348,12.069189123210387,0.0,0.4485641584878226,0.23300617957106506,0.0,4.0,2,60.0,14,3.5,1,2.631575332356731,0.3522402382024414,0.7281266255479389,4.4663064433011055,2.2673718336465756,0.33464475137371147,0.06428724157605824,4.1638551873761624,0.06636539174031647,0.3114338956812706,4.134814580815061,1.44120695245206
7,60.0,0.4,1.0,0.4,0.4,4.0,1.6,none,,35.19048662255931,11.655662168304858,12.096237072346494,0.0,0.43838604143947657,0.2122864412940749,0.0,4.0,3,60.0,14,3.5,1,2.5408538553368634,0.3135820051739047,0.6329118126525801,4.356543980277872,2.3277367105793965,0.33369404243143747,0.06268446121923109,4.336350357380637,0.05515479194800862,0.2820106664684216,4.17178330111812,1.4246835883790174
7,60.0,0.4,1.0,0.4,0.4,4.0,1.6,none,,36.260612671901946,11.874938762730695,12.21943943687314,0.0,0.44711014176663033,0.22646310432569974,0.0,4.0,4,60.0,14,3.5,1,2.6097336306284005,0.3492647187568624,0.7127258688214672,4.4509039125415555,2.3118496575838834,0.32749156892288867,0.06381785595855352,4.180630719342732,0.059804869770326875,0.30111774343157194,3.8014708311273617,1.422012753510219
7,60.0,0.4,1.0,0.4,0.4,4.0,1.6,none,,34.03331143297556,11.107268415347269,11.746301942528554,0.0,0.43256997455470736,0.12795347146492184,0.0,4.0,5,60.0,14,3.5,1,2.5374276857567923,0.2915497615974901,0.5393948631455014,4.273285613173153,2.308612826292547,0.3244605763814747,0.0624217189570092,4.63370430103694,0.06530633920429904,0.3086503437550528,3.8808036451019428,1.390010992718187
7,60.0,0.4,1.0,0.4,0.4,4.0,1.6,none,,36.39760660659281,11.993543529114774,12.289748729910858,0.0,0.44711014176663033,0.22900763358778625,0.0,4.0,6,60.0,14,3.5,1,2.616641976452106,0.35215175159360634,0.7268972124453884,4.456214763143897,2.291482042632317,0.3332791798930148,0.06515637336675334,4.342580092232875,0.056498397403540186,0.2971682681197388,4.097035513386014,1.428497097086861
7,60.0,0.4,1.0,0.4,0.4,4.0,1.6,none,,36.607817179435,12.226877112482072,12.313522360925807,0.0,0.4474736459469284,0.22973464194838242,0.0,4.0,7,60.0,14,3.5,1,2.6175534528171345,0.36579713174402984,0.7416911725876897,4.455321699584574,2.3334994785045735,0.34537799558163523,0.06848455963844179,4.77649654918772,0.05932978830249504,0.3102436540079281,3.701137032373826,1.4134153665088793
7,60.0,0.4,1.0,0.4,0.4,4.0,1.6,none,,34.38021603198893,11.303724726834055,11.862121636341488,0.0,0.43293347873500543,0.15667030170846966,0.0,4.0,8,60.0,14,3.5,1,2.5408757579121573,0.29757947215426284,0.5663480385721598,4.288443682510493,2.3228945240140995,0.3340134741312462,0.06372026305176655,4.744203806428032,0.06066278485949688,0.2990022401977588,3.930524520257145,1.4696048105776907
7,60.0,0.4,1.0,0.4,0.4,4.0,1.6,none,,34.68932134263439,11.42753294511964,11.947071192002525,0.0,0.4347509996364958,0.17957106506724826,0.0,4.0,9,60.0,14,3.5,1,2.530652465650197,0.31070370894826715,0.5875132649411865,4.308612236600935,2.2773462997609077,0.31796802016027526,0.06338676526046816,4.647285473614353,0.060382690645530375,0.31000871341251496,3.9854069611494864,1.4516963615488432
